Typ,Datum,Kommando
"Övrigt","2025-10-24 12:39:49","history -a"
"Skript","2025-10-24 12:39:49","~/docs-engine/rapport_metadata.sh"
"Filsystem","2025-10-24 12:39:49","cd Dokument"
"Filsystem","2025-10-24 12:39:49","cd"
"Filsystem","2025-10-24 12:39:49","ls"
"Filsystem","2025-10-24 12:39:49","cd ~doc-engine"
"Filsystem","2025-10-24 12:39:49","cd /doc-engine"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/rapport_metadata.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/rapport_metadata.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/rapport_metadata.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/rapport_metadata.sh"
"Skript","2025-10-24 12:39:49","bash rapport_metadata.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/rapport_metadata.sh"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine"
"Skript","2025-10-24 12:39:49","bash rapport_metadata.sh"
"Övrigt","2025-10-24 12:39:49","pandoc rapport.md -o rapport.pdf --template=~/.pandoc/templates/kate-template.latex --pdf-engine=xelatex"
"Filsystem","2025-10-24 12:39:49","cd ~"
"Övrigt","2025-10-24 12:39:49","pandoc rapport.md -o rapport.pdf --template=~/.pandoc/templates/kate-template.latex --pdf-engine=xelatex"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/assets/kate-template.css"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/kate-template.latex"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine"
"Övrigt","2025-10-24 12:39:49","pandoc rapport.md   --pdf-engine=xelatex   --template=templates/kate-template.latex   --metadata-file=templates/metadata.yaml   -o exports/rapport_$(date +%F_%H-%M).pdf"
"Övrigt","2025-10-24 12:39:49","pandoc rapport.md   -c assets/kate-template.css   --standalone   --embed-resources   -o exports/rapport_$(date +%F_%H-%M).html"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/kate-template.latex"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/rapport_metadata.sh"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/export.sh"
"Övrigt","2025-10-24 12:39:49","pandoc rapport.md   -c assets/kate-template.css   --standalone   --embed-resources   -o exports/rapport_$(date +%F_%H-%M).html"
"Övrigt","2025-10-24 12:39:49","pandoc rapport.md -o rapport.pdf --template=~/.pandoc/templates/kate-template.latex --pdf-engine=xelatex"
"Skript","2025-10-24 12:39:49","bash rapport_metadata.sh"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/{assets,templates}"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/metadata.yaml"
"Skript","2025-10-24 12:39:49","bash export.sh"
"Övrigt","2025-10-24 12:39:49","echo -e "Subject: Linux Portfolio Submission\n\nHej! Här kommer min sammanställda dokumentationsmotor och rapport." | msmtp --attach=linux-report-engine.zip kontakt@katepetersen.se"
"Övrigt","2025-10-24 12:39:49","msmtp kontakt@katepetersen.se < ~/docs-engine/export/html/rapport_2025-10-16_15-43-19.html"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/comments/part18.md"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/logs/part18.log"
"Text & Sökning","2025-10-24 12:39:49","grep -Ei 'mkdir|touch|cd|ls|chmod|chown|rm|grep|mv|cp|export|env|at|cron|systemctl|journalctl|ping|top|htop|ps|df|du'"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/docs-engine/logs"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/logs/part18.log"
"Text & Sökning","2025-10-24 12:39:49","grep -Ei 'mkdir|touch|cd|ls|chmod|chown|rm|grep|mv|cp|export|env|at|cron|systemctl|journalctl|ping|top|htop|ps|df|du' ~/.bash_history | tail -n 50"
"Text & Sökning","2025-10-24 12:39:49","tail -n 100 ~/.bash_history"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/rapport_metadata.sh"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine"
"Skript","2025-10-24 12:39:49","./rapport_metadata.sh"
"Text & Sökning","2025-10-24 12:39:49","less rapport.md"
"Övrigt","2025-10-24 12:39:49","history | grep mkdir > ~/docs-engine/logs/part1.log"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/rapport_metadata.sh"
"Övrigt","2025-10-24 12:39:49","uname -a"
"Övrigt","2025-10-24 12:39:49","whoami"
"Övrigt","2025-10-24 12:39:49","date"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/comments/part{11..20}.md"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/rapport_metadata.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/export/report_*.html"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/reports/"
"Filsystem","2025-10-24 12:39:49","ls -t ~/docs-engine/export/*.html | head -n1"
"Övrigt","2025-10-24 12:39:49","xdg-open /home/kate/docs-engine/export/report_2025-10-17_08-49-10.html"
"Övrigt","2025-10-24 12:39:49","xdg-open "$(ls -t ~/docs-engine/export/*.html | head -n1)""
"Övrigt","2025-10-24 12:39:49","ps aux"
"Övrigt","2025-10-24 12:39:49","top"
"Övrigt","2025-10-24 12:39:49","htop"
"System","2025-10-24 12:39:49","sudo apt install htop"
"Övrigt","2025-10-24 12:39:49","htop  # kör det"
"Övrigt","2025-10-24 12:39:49","history -a  # sparar senaste sessionen till ~/.bash_history"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/report_template.html"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/style.css"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:39:49","./lab.sh master_parts"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:39:49","./lab.sh master_parts"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/part_layout.md"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:39:49","./lab.sh master_parts"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:39:49","./lab.sh master_parts"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/expandable_template.html"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Skript","2025-10-24 12:39:49","./lab.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Skript","2025-10-24 12:39:49","./lab.sh"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/exports/report_2025-10-19_22-45-31.html"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/exports/report_2025-10-19_22-45-31.pdf"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Skript","2025-10-24 12:39:49","./lab.sh"
"System","2025-10-24 12:39:49","sudo apt install mailutils mutt"
"Filsystem","2025-10-24 12:39:49","ls -a ~ | grep mutt && ls -a ~ | grep msmtp && ls -a ~ | grep mail"
"Text & Sökning","2025-10-24 12:39:49","cat ~/.msmtprc"
"Övrigt","2025-10-24 12:39:49","echo -e "Subject: msmtp test\n\nThis is a test email from the terminal." | msmtp kontakt@katepetersen.se"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/exports/html/lab_report_2025-10-19_XX-XX-XX.html"
"Övrigt","2025-10-24 12:39:49","pandoc --version"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/exports"
"Övrigt","2025-10-24 12:39:49","mkdir -p html pdf"
"Övrigt","2025-10-24 12:39:49","echo "# Test Report" > test.md"
"Övrigt","2025-10-24 12:39:49","echo "This is a **Pandoc export test**." >> test.md"
"Övrigt","2025-10-24 12:39:49","pandoc test.md -o html/test_report.html"
"Övrigt","2025-10-24 12:39:49","pandoc test.md -o pdf/test_report.pdf"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/exports/html ~/docs-engine/exports/pdf"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:39:49","ls -ld ~/docs-engine/{src,exports,templates,assets,screenshot,logs}"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/docs-engine/{exports/html,exports/pdf,templates,assets/screenshot,logs}"
"Filsystem","2025-10-24 12:39:49","ls -ld ~/docs-engine/{src,exports,templates,assets,screenshot,logs}"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/src/master_parts.md"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Skript","2025-10-24 12:39:49","./lab.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/exports/html/lab_report_2025-10-19_19-17-51.html"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/templates/expanding_report_template.html"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/docs-engine/templates"
"Text & Sökning","2025-10-24 12:39:49","cat << 'EOF' > ~/docs-engine/templates/expanding_report_template.html"
"Övrigt","2025-10-24 12:39:49","body {"
"Övrigt","2025-10-24 12:39:49","    font-family: 'Segoe UI', Tahoma, Geneva, Verdana, sans-serif;"
"Övrigt","2025-10-24 12:39:49","    background: #f4f7fa;"
"Övrigt","2025-10-24 12:39:49","    color: #333;"
"Övrigt","2025-10-24 12:39:49","    line-height: 1.6;"
"Övrigt","2025-10-24 12:39:49","    margin: 0;"
"Övrigt","2025-10-24 12:39:49","    padding: 20px;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".container {"
"Övrigt","2025-10-24 12:39:49","    max-width: 1100px;"
"Övrigt","2025-10-24 12:39:49","    margin: auto;"
"Övrigt","2025-10-24 12:39:49","    background: white;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 10px;"
"Övrigt","2025-10-24 12:39:49","    padding: 30px;"
"Övrigt","2025-10-24 12:39:49","    box-shadow: 0 10px 30px rgba(0,0,0,0.1);"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49","h1 {"
"Övrigt","2025-10-24 12:39:49","    text-align: center;"
"Övrigt","2025-10-24 12:39:49","    color: #2c3e50;"
"Övrigt","2025-10-24 12:39:49","    margin-bottom: 10px;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49","summary {"
"Övrigt","2025-10-24 12:39:49","    cursor: pointer;"
"Övrigt","2025-10-24 12:39:49","    background: #4a69bd;"
"Övrigt","2025-10-24 12:39:49","    color: white;"
"Övrigt","2025-10-24 12:39:49","    padding: 10px 15px;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 8px;"
"Övrigt","2025-10-24 12:39:49","    margin-top: 10px;"
"Övrigt","2025-10-24 12:39:49","    font-weight: bold;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49","details {"
"Övrigt","2025-10-24 12:39:49","    margin-bottom: 15px;"
"Övrigt","2025-10-24 12:39:49","    border: 1px solid #ddd;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 8px;"
"Övrigt","2025-10-24 12:39:49","    overflow: hidden;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49","details[open] summary {"
"Övrigt","2025-10-24 12:39:49","    background: #3c6382;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".section {"
"Övrigt","2025-10-24 12:39:49","    border: 1px solid #e0e0e0;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 10px;"
"Övrigt","2025-10-24 12:39:49","    margin: 20px 0;"
"Övrigt","2025-10-24 12:39:49","    padding: 20px;"
"Övrigt","2025-10-24 12:39:49","    background: #f9f9f9;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".section h2 {"
"Övrigt","2025-10-24 12:39:49","    color: #2c3e50;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".commands-list {"
"Övrigt","2025-10-24 12:39:49","    background: #2c3e50;"
"Övrigt","2025-10-24 12:39:49","    color: white;"
"Övrigt","2025-10-24 12:39:49","    padding: 10px;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 8px;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".commands-list code {"
"Övrigt","2025-10-24 12:39:49","    background: rgba(255,255,255,0.15);"
"Övrigt","2025-10-24 12:39:49","    padding: 2px 6px;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 4px;"
"Övrigt","2025-10-24 12:39:49","    color: #64ffda;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".command-log table {"
"Övrigt","2025-10-24 12:39:49","    width: 100%;"
"Övrigt","2025-10-24 12:39:49","    border-collapse: collapse;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".command-log th, .command-log td {"
"Övrigt","2025-10-24 12:39:49","    padding: 10px;"
"Övrigt","2025-10-24 12:39:49","    border-bottom: 1px solid #ddd;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".feedback {"
"Övrigt","2025-10-24 12:39:49","    background: #ecf0f1;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 10px;"
"Övrigt","2025-10-24 12:39:49","    padding: 20px;"
"Övrigt","2025-10-24 12:39:49","    margin-top: 30px;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".feedback textarea {"
"Övrigt","2025-10-24 12:39:49","    width: 100%;"
"Övrigt","2025-10-24 12:39:49","    height: 120px;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 8px;"
"Övrigt","2025-10-24 12:39:49","    border: 1px solid #ccc;"
"Övrigt","2025-10-24 12:39:49","    padding: 10px;"
"Övrigt","2025-10-24 12:39:49","    resize: vertical;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49","footer {"
"Övrigt","2025-10-24 12:39:49","    text-align: center;"
"Övrigt","2025-10-24 12:39:49","    margin-top: 30px;"
"Övrigt","2025-10-24 12:39:49","    color: #777;"
"Övrigt","2025-10-24 12:39:49","}"
"Text & Sökning","2025-10-24 12:39:49","cat > ~/docs-engine/templates/expanding_report_template.html <<'EOF'"
"Övrigt","2025-10-24 12:39:49","body {"
"Övrigt","2025-10-24 12:39:49","    font-family: 'Segoe UI', Tahoma, Geneva, Verdana, sans-serif;"
"Övrigt","2025-10-24 12:39:49","    background: #f4f7fa;"
"Övrigt","2025-10-24 12:39:49","    color: #333;"
"Övrigt","2025-10-24 12:39:49","    line-height: 1.6;"
"Övrigt","2025-10-24 12:39:49","    margin: 0;"
"Övrigt","2025-10-24 12:39:49","    padding: 20px;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49",".container {"
"Övrigt","2025-10-24 12:39:49","    max-width: 1100px;"
"Övrigt","2025-10-24 12:39:49","    margin: auto;"
"Övrigt","2025-10-24 12:39:49","    background: white;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 10px;"
"Övrigt","2025-10-24 12:39:49","    padding: 30px;"
"Övrigt","2025-10-24 12:39:49","    box-shadow: 0 10px 30px rgba(0,0,0,0.1);"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49","h1 { text-align: center; color: #2c3e50; margin-bottom: 10px; }"
"Övrigt","2025-10-24 12:39:49","summary {"
"Övrigt","2025-10-24 12:39:49","    cursor: pointer;"
"Övrigt","2025-10-24 12:39:49","    background: #4a69bd;"
"Övrigt","2025-10-24 12:39:49","    color: white;"
"Övrigt","2025-10-24 12:39:49","    padding: 10px 15px;"
"Övrigt","2025-10-24 12:39:49","    border-radius: 8px;"
"Övrigt","2025-10-24 12:39:49","    margin-top: 10px;"
"Övrigt","2025-10-24 12:39:49","    font-weight: bold;"
"Övrigt","2025-10-24 12:39:49","}"
"Övrigt","2025-10-24 12:39:49","details { margin-bottom: 15px; border: 1px solid #ddd; border-radius: 8px; overflow: hidden; }"
"Övrigt","2025-10-24 12:39:49","details[open] summary { background: #3c6382; }"
"Övrigt","2025-10-24 12:39:49",".section { border: 1px solid #e0e0e0; border-radius: 10px; margin: 20px 0; padding: 20px; background: #f9f9f9; }"
"Övrigt","2025-10-24 12:39:49",".section h2 { color: #2c3e50; }"
"Övrigt","2025-10-24 12:39:49",".commands-list { background: #2c3e50; color: white; padding: 10px; border-radius: 8px; }"
"Övrigt","2025-10-24 12:39:49",".commands-list code { background: rgba(255,255,255,0.15); padding: 2px 6px; border-radius: 4px; color: #64ffda; }"
"Övrigt","2025-10-24 12:39:49",".command-log table { width: 100%; border-collapse: collapse; }"
"Övrigt","2025-10-24 12:39:49",".command-log th, .command-log td { padding: 10px; border-bottom: 1px solid #ddd; }"
"Övrigt","2025-10-24 12:39:49",".feedback { background: #ecf0f1; border-radius: 10px; padding: 20px; margin-top: 30px; }"
"Övrigt","2025-10-24 12:39:49",".feedback textarea { width: 100%; height: 120px; border-radius: 8px; border: 1px solid #ccc; padding: 10px; resize: vertical; }"
"Övrigt","2025-10-24 12:39:49","footer { text-align: center; margin-top: 30px; color: #777; }"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/report_template.html"
"Övrigt","2025-10-24 12:39:49","CTRL + O   (O som i Oscar)  →  ENTER"
"Övrigt","2025-10-24 12:39:49","CTRL + X   (för att stänga nano)"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/templates/report_template.html"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/templates/report_template.html"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/src/master_parts.md"
"Skript","2025-10-24 12:39:49","bash -x ~/docs-engine/src/lab.sh"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/src/master_parts.md"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab.sh"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/exports/html | tail -n 5"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/exports/html/lab_report_2025-10-19_19-17-51.html"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/expanding_report_template.html"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab_v2.sh"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/docs-engine/screenshots"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab_v2.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_final.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab_final.sh"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/templates/expanding_report_template.html"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/templates"
"Övrigt","2025-10-24 12:39:49","[200~ls -lh"
"Filsystem","2025-10-24 12:39:49","ls -lh"
"Övrigt","2025-10-24 12:39:49","nano expanding_report_template.html"
"Övrigt","2025-10-24 12:39:49","xdg-open expanding_report_template.html"
"Text & Sökning","2025-10-24 12:39:49","cat expanding_report_template.html | head"
"Övrigt","2025-10-24 12:39:49","nano expanding_report_template.html"
"Övrigt","2025-10-24 12:39:49","HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:39:49","source ~/.bashrc"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_auto.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/lab_auto.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/exports/html/linux_lab_report_*.html"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/src/lab_auto.sh"
"Övrigt","2025-10-24 12:39:49","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Övrigt","2025-10-24 12:39:49","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:39:49","source ~/.bashrc"
"Övrigt","2025-10-24 12:39:49","history -a"
"Filsystem","2025-10-24 12:39:49","cd /home/kate/docs-engine/assets/screenshot/"
"Övrigt","2025-10-24 12:39:49","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/Dokument/linux-portfolio/index.html"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/reports"
"Skript","2025-10-24 12:39:49","nano generate_command_summary.sh"
"Skript","2025-10-24 12:39:49","chmod +x generate_command_summary.sh"
"Skript","2025-10-24 12:39:49","./generate_command_summary.sh"
"Övrigt","2025-10-24 12:39:49","* `uname -a` → shows system information including kernel version."
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:39:49","cp master_parts.md master_parts_backup.md  # säkerhetskopia"
"Övrigt","2025-10-24 12:39:49","sed -i 's/^\* `\([^`]*\)`[[:space:]]*→[[:space:]]*/**Command:** \1 → /' master_parts.md"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:39:49","cp master_parts.md master_parts_backup.md  # säkerhetskopia"
"Övrigt","2025-10-24 12:39:49","sed -i 's/^\* `\([^`]*\)`[[:space:]]*→[[:space:]]*/**Command:** \1 → /' master_parts.md"
"Text & Sökning","2025-10-24 12:39:49","less master_parts.md"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/docs-engine/reports/part_summaries"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/generate_summaries.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_auto_v3.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/src/rapport.html"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/exports/html/linux_lab_report_YYYY-MM-DD_HH-MM-SS.html"
"System","2025-10-24 12:39:49","sudo apt install wkhtmltopdf"
"Övrigt","2025-10-24 12:39:49","wkhtmltopdf ~/docs-engine/exports/html/linux_lab_report_*.html ~/docs-engine/exports/html/linux_lab_report.pdf"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/exports/html/linux_lab_report_*.html"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/exports/html"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/exports/html/linux_lab_report_2025-10-21_21-20-16.html"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/lab_auto_v3.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open "$(ls -t ~/docs-engine/exports/html/linux_lab_report_*.html | head -n1)""
"Filsystem","2025-10-24 12:39:49","ls -l ~/.bash_history"
"Övrigt","2025-10-24 12:39:49","history -w  # Skriv nuvarande historik till ~/.bash_history"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:39:49","cd ~/final_lab"
"Övrigt","2025-10-24 12:39:49","echo 'export HISTTIMEFORMAT="%F %T "' >> ~/.bashrc"
"Övrigt","2025-10-24 12:39:49","source ~/.bashrc"
"Övrigt","2025-10-24 12:39:49","uname -a"
"Övrigt","2025-10-24 12:39:49","whoami"
"Övrigt","2025-10-24 12:39:49","hostname"
"Övrigt","2025-10-24 12:39:49","date"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"System","2025-10-24 12:39:49","sudo apt install gnome-screenshot"
"System","2025-10-24 12:39:49","sudo apt install flameshot"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:39:49","uname -a"
"Övrigt","2025-10-24 12:39:49","whoami"
"Övrigt","2025-10-24 12:39:49","hostname"
"Övrigt","2025-10-24 12:39:49","date"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part1.png"
"Övrigt","2025-10-24 12:39:49","man ls"
"Filsystem","2025-10-24 12:39:49","ls -lh   # använder -h som du hittade i manualen"
"Övrigt","2025-10-24 12:39:49","man grep"
"Text & Sökning","2025-10-24 12:39:49","grep -i "user" /etc/passwd"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part2.pn"
"Filsystem","2025-10-24 12:39:49","pwd"
"Filsystem","2025-10-24 12:39:49","cd /etc"
"Filsystem","2025-10-24 12:39:49","cd .."
"Filsystem","2025-10-24 12:39:49","cd ~"
"Filsystem","2025-10-24 12:39:49","pwd"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part3.png"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:39:49","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:39:49","rmdir ~/final_lab/logs"
"Filsystem","2025-10-24 12:39:49","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Filsystem","2025-10-24 12:39:49","cd ~/final_lab/docs"
"Övrigt","2025-10-24 12:39:49","touch file1.txt file2.txt file3.txt .hidden.txt"
"Filsystem","2025-10-24 12:39:49","ls"
"Filsystem","2025-10-24 12:39:49","ls -la"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part3.pn"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part5.pn"
"Övrigt","2025-10-24 12:39:49","echo "Line one" >> file1.txt"
"Övrigt","2025-10-24 12:39:49","echo "Line two" >> file1.txt"
"Övrigt","2025-10-24 12:39:49","echo "Line three" >> file1.txt"
"Text & Sökning","2025-10-24 12:39:49","cat file1.txt"
"Text & Sökning","2025-10-24 12:39:49","head -n 2 file1.txt"
